title,doi,year,itemtype,isbn,topics,Authorinfo ->,ut_authors,ut_groups,is_eemcs?,is_ee?,is_tcs?,ut_corresponding_author,all_authors,Openaccessinfo ->,is_openaccess,openaccess_type,found_as_green,present_in_pure,license,URLs ->,primary_link,pdf_link_primary,best_oa_link,pdf_link_best_oa,other_oa_links,openalex_url,pure_page_link,pure_file_link,scopus_link,Journalinfo ->,journal,journal_issn,journal_e_issn,journal_publisher,volume,issue,pages,pagescount,MUS links ->,mus_paper_details,mus_api_url_paper,mus_api_url_pure_entry,mus_api_url_pure_report_details
Towards a Definition of Sportification with Generative Power Beyond Sports,https://doi.org/10.1145/3505270.3558358,2022,proceedings-article,9781450392112,Ethical and Societal Implications of Doping in Sport | Self-Determination Theory in Human Motivation and Well-Being | Social and Psychological Aspects of Online Gaming,,Dees Postma | Dennis Reidsma | Robby van Delden,HMI,True,False,True,,Dees Postma | Dennis Reidsma | Robby van Delden,,True,green,True,True,,,https://doi.org/10.1145/3505270.3558358,,https://research.utwente.nl/en/publications/e18025ac-9032-49b2-9789-b1cd0d3be21a,https://research.utwente.nl/files/292209078/3505270.3558358.pdf,,https://openalex.org/W4308426215,https://research.utwente.nl/en/publications/e18025ac-9032-49b2-9789-b1cd0d3be21a,https://ris.utwente.nl/ws/files/292209078/3505270.3558358.pdf,http://www.scopus.com/inward/record.url?scp=85143141620&partnerID=8YFLogxK,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29626,https://openalex.samuelmok.cc/api/paper/29626,https://openalex.samuelmok.cc/api/pureentry/80137,https://openalex.samuelmok.cc/api/pilotpure/9070
Three Interactive Add-ons for Small Local Playgrounds: Towards Designing for Context-sensitive Play Activities,https://doi.org/10.1145/3505270.3558387,2022,proceedings-article,9781450392112,,,Dirk Heylen | Dennis Reidsma | Robby van Delden | Joris Weijdom,HMI,True,False,True,,Dirk Heylen | Dennis Reidsma | Robby van Delden | Joris Weijdom,,True,green,True,True,,,https://doi.org/10.1145/3505270.3558387,,https://research.utwente.nl/en/publications/ba877679-c992-4fa2-9097-15f1ef97f552,https://ris.utwente.nl/ws/files/292208332/3505270.3558387.pdf,,https://openalex.org/W4308398721,https://research.utwente.nl/en/publications/ba877679-c992-4fa2-9097-15f1ef97f552,https://ris.utwente.nl/ws/files/292208332/3505270.3558387.pdf,http://www.scopus.com/inward/record.url?scp=85143167013&partnerID=8YFLogxK,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29627,https://openalex.samuelmok.cc/api/paper/29627,https://openalex.samuelmok.cc/api/pureentry/80136,https://openalex.samuelmok.cc/api/pilotpure/9071
Efficient Realization of Decision Trees for Real-Time Inference,https://doi.org/10.1145/3508019,2022,journal-article,,Adaptation to Concept Drift in Data Streams | Learning with Noisy Labels in Machine Learning | Anomaly Detection in High-Dimensional Data | Deep Learning in Computer Vision and Image Recognition | Explainable Artificial Intelligence,,Kuan-Hsun Chen,CAES,True,True,True,,Kuan-Hsun Chen | Sebastian Buschjäger | Jian-Jia Chen | Christian Hakert | Jenq-Kuen Lee | Chao-Lin Lee | Katharina Morik | ChiaHui Su,,True,bronze,True,True,,,https://doi.org/10.1145/3508019,https://dl.acm.org/doi/pdf/10.1145/3508019,https://doi.org/10.1145/3508019,https://dl.acm.org/doi/pdf/10.1145/3508019,https://research.utwente.nl/en/publications/ae6c8448-c312-4dfd-9acb-48e0b4412117 | https://ris.utwente.nl/ws/files/303688126/3508019.pdf,https://openalex.org/W4210473334,https://research.utwente.nl/en/publications/ae6c8448-c312-4dfd-9acb-48e0b4412117,https://ris.utwente.nl/ws/files/303688126/3508019.pdf,,,ACM Transactions in Embedded Computing Systems,1539-9087,1558-3465,,21,6,1-26,26,,https://openalex.samuelmok.cc/paper/29629,https://openalex.samuelmok.cc/api/paper/29629,https://openalex.samuelmok.cc/api/pureentry/80180,https://openalex.samuelmok.cc/api/pilotpure/9327
Towards Healthy Engagement with Online Debates,https://doi.org/10.1145/3511047.3537692,2022,proceedings-article,9781450392327,The Impact of Digital Media on Public Discourse | Automated Detection of Hate Speech and Offensive Language | The Spread of Misinformation Online,,Mariët Theune,HMI,True,False,True,,Mariët Theune | Alisa Rieger | Qurat-ul-ain Shaheen | Carles Sierra | Nava Tintarev,,True,bronze,True,True,,,https://doi.org/10.1145/3511047.3537692,https://dl.acm.org/doi/pdf/10.1145/3511047.3537692,https://doi.org/10.1145/3511047.3537692,https://dl.acm.org/doi/pdf/10.1145/3511047.3537692,https://zenodo.org/record/8382662 | https://zenodo.org/record/8382662/files/3511047.3537692.pdf | https://research.utwente.nl/en/publications/7ff0ef18-4736-4876-b9bc-d08faca907a4 | https://ris.utwente.nl/ws/files/287019177/3511047.3537692.pdf | http://resolver.tudelft.nl/uuid:a5509fb1-ef40-41d1-8e47-3d7d04e6375d | https://repository.tudelft.nl/islandora/object/uuid%3Aa5509fb1-ef40-41d1-8e47-3d7d04e6375d/datastream/OBJ/download | https://zenodo.org/records/8382662/files/3511047.3537692.pdf,https://openalex.org/W4284675457,https://research.utwente.nl/en/publications/7ff0ef18-4736-4876-b9bc-d08faca907a4,https://ris.utwente.nl/ws/files/287019177/3511047.3537692.pdf,http://www.scopus.com/inward/record.url?scp=85135168898&partnerID=8YFLogxK,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29630,https://openalex.samuelmok.cc/api/paper/29630,https://openalex.samuelmok.cc/api/pureentry/81420,https://openalex.samuelmok.cc/api/pilotpure/9131
A collection of deep learning-based feature-free approaches for characterizing single-objective continuous fitness landscapes,https://doi.org/10.1145/3512290.3528834,2022,proceedings-article,,,,Heike Trautmann,DMB,True,True,True,,Heike Trautmann | Pascal Kerschke | Raphael Patrick Prager | Michael P. Seiler,,True,green,False,False,,,https://doi.org/10.1145/3512290.3528834,,https://arxiv.org/abs/2204.05752,https://arxiv.org/pdf/2204.05752,,https://openalex.org/W4292103359,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29631,https://openalex.samuelmok.cc/api/paper/29631,,
Where .ru?,https://doi.org/10.1145/3517745.3561423,2022,proceedings-article,9781450392594,,,Mattijs Jonker | Roland van Rijswijk-Deij,DACS,True,True,True,,Mattijs Jonker | Roland van Rijswijk-Deij | Antonia Affinito | Gautam Akiwate | Alessio Botta | kc claffy | Stefan Savage | Geoffrey M. Voelker,,True,bronze,True,True,,,https://doi.org/10.1145/3517745.3561423,https://dl.acm.org/doi/pdf/10.1145/3517745.3561423,https://doi.org/10.1145/3517745.3561423,https://dl.acm.org/doi/pdf/10.1145/3517745.3561423,https://ris.utwente.nl/ws/files/287286516/3517745.3561423.pdf | https://research.utwente.nl/en/publications/5a04a357-9b25-4350-97ef-82a00b9ca63c | https://research.utwente.nl/files/287286516/3517745.3561423.pdf,https://openalex.org/W4307020330,https://research.utwente.nl/en/publications/5a04a357-9b25-4350-97ef-82a00b9ca63c,https://ris.utwente.nl/ws/files/287286516/3517745.3561423.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29635,https://openalex.samuelmok.cc/api/paper/29635,https://openalex.samuelmok.cc/api/pureentry/80338,https://openalex.samuelmok.cc/api/pilotpure/9126
Saving Brian's privacy,https://doi.org/10.1145/3517745.3561424,2022,proceedings-article,9781450392594,Machine Learning for Internet Traffic Classification | Wireless Mobility and Network Handoff Management | User Authentication Methods and Security Measures | Security Protocols for Authentication and Key Exchange | Internet Users' Information Privacy Concerns,,Mattijs Jonker | Raffaele Sommese | Anna Sperotto | Roland van Rijswijk-Deij,DACS,True,True,True,,Mattijs Jonker | Raffaele Sommese | Anna Sperotto | Olivier van der Toorn | Roland van Rijswijk-Deij,,True,bronze,True,True,,,https://doi.org/10.1145/3517745.3561424,https://dl.acm.org/doi/pdf/10.1145/3517745.3561424,https://doi.org/10.1145/3517745.3561424,https://dl.acm.org/doi/pdf/10.1145/3517745.3561424,https://research.utwente.nl/en/publications/b52e409c-8708-4d2e-997a-181989ab40ca | https://research.utwente.nl/files/287286621/3517745.3561424.pdf | https://ris.utwente.nl/ws/files/287286621/3517745.3561424.pdf,https://openalex.org/W4307020326,https://research.utwente.nl/en/publications/b52e409c-8708-4d2e-997a-181989ab40ca,https://ris.utwente.nl/ws/files/287286621/3517745.3561424.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29636,https://openalex.samuelmok.cc/api/paper/29636,https://openalex.samuelmok.cc/api/pureentry/80336,https://openalex.samuelmok.cc/api/pilotpure/9128
Retroactive identification of targeted DNS infrastructure hijacking,https://doi.org/10.1145/3517745.3561425,2022,proceedings-article,9781450392594,,,Mattijs Jonker | Raffaele Sommese,DACS,True,True,True,,Mattijs Jonker | Raffaele Sommese | Gautam Akiwate | kc claffy | Zakir Durumeric | Stefan Savage | Geoffrey M. Voelker,,True,bronze,True,True,,,https://doi.org/10.1145/3517745.3561425,https://dl.acm.org/doi/pdf/10.1145/3517745.3561425,https://doi.org/10.1145/3517745.3561425,https://dl.acm.org/doi/pdf/10.1145/3517745.3561425,https://zenodo.org/record/7696247 | https://zenodo.org/records/7696247/files/Retroactive%20identification%20of%20targeted%20DNS%20infrastructure%20hijacking%20.pdf | https://research.utwente.nl/en/publications/b402d30c-6a00-4966-8062-ed2c134239c1 | https://research.utwente.nl/files/287286585/3517745.3561425.pdf | https://ris.utwente.nl/ws/files/287286585/3517745.3561425.pdf,https://openalex.org/W4307020294,https://research.utwente.nl/en/publications/b402d30c-6a00-4966-8062-ed2c134239c1,https://ris.utwente.nl/ws/files/287286585/3517745.3561425.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29637,https://openalex.samuelmok.cc/api/paper/29637,https://openalex.samuelmok.cc/api/pureentry/80339,https://openalex.samuelmok.cc/api/pilotpure/9125
Investigating the impact of DDoS attacks on DNS infrastructure,https://doi.org/10.1145/3517745.3561458,2022,proceedings-article,9781450392594,,,Mattijs Jonker | Raffaele Sommese | Anna Sperotto | Roland van Rijswijk-Deij,DACS,True,True,True,,Arnab Chattopadhyay | Mattijs Jonker | Raffaele Sommese | Anna Sperotto | Roland van Rijswijk-Deij | kc claffy | Alberto Dainotti,,True,bronze,True,True,,,https://doi.org/10.1145/3517745.3561458,https://dl.acm.org/doi/pdf/10.1145/3517745.3561458,https://doi.org/10.1145/3517745.3561458,https://dl.acm.org/doi/pdf/10.1145/3517745.3561458,https://zenodo.org/record/7695935 | https://zenodo.org/records/7695935/files/Investigating%20the%20impact%20of%20DDoS%20attacks%20on%20DNS%20infrastructure.pdf | https://ris.utwente.nl/ws/files/287286559/3517745.3561458.pdf | https://research.utwente.nl/en/publications/106eca08-f1d5-45ae-b423-5af01b60acc7 | https://research.utwente.nl/files/287286559/3517745.3561458.pdf,https://openalex.org/W4307020404,https://research.utwente.nl/en/publications/106eca08-f1d5-45ae-b423-5af01b60acc7,https://ris.utwente.nl/ws/files/287286559/3517745.3561458.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29638,https://openalex.samuelmok.cc/api/paper/29638,https://openalex.samuelmok.cc/api/pureentry/80337,https://openalex.samuelmok.cc/api/pilotpure/9127
Observable KINDNS,https://doi.org/10.1145/3517745.3563016,2022,proceedings-article,,Wireless Mobility and Network Handoff Management | Machine Learning for Internet Traffic Classification | Algorithms and Architectures for Packet Classification,,Mattijs Jonker | Raffaele Sommese,DACS,True,True,True,,Mattijs Jonker | Raffaele Sommese | kc claffy,,False,closed,False,False,,,https://doi.org/10.1145/3517745.3563016,,,,,https://openalex.org/W4307021238,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29639,https://openalex.samuelmok.cc/api/paper/29639,,
On unifying diverse DNS data sources,https://doi.org/10.1145/3517745.3563022,2022,proceedings-article,,Content-Centric Networking for Information Delivery | Machine Learning for Internet Traffic Classification | Wireless Mobility and Network Handoff Management,,Mattijs Jonker,DACS,True,True,True,,Mattijs Jonker | Alfred Arouna | Ioana Livadariu,,False,closed,False,False,,,https://doi.org/10.1145/3517745.3563022,,,,,https://openalex.org/W4307020399,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29640,https://openalex.samuelmok.cc/api/paper/29640,,
On the potential of automated algorithm configuration on multi-modal multi-objective optimization problems,https://doi.org/10.1145/3520304.3528998,2022,proceedings-article,978-1-4503-9268-6,Multiobjective Optimization in Evolutionary Algorithms | Swarm Intelligence Optimization Algorithms | Experimental Design and Optimization Methods | Application of Genetic Programming in Machine Learning | Uncertainty Quantification and Sensitivity Analysis,,Jeroen Rook | Heike Trautmann,DMB,True,True,True,,Jeroen Rook | Heike Trautmann | Jakob Bossek | Christian Grimme,,True,green,True,True,,,https://doi.org/10.1145/3520304.3528998,,https://research.utwente.nl/en/publications/f00e0dab-7e16-4983-b022-65b3878cf520,https://ris.utwente.nl/ws/files/284514169/3520304.3528998.pdf,,https://openalex.org/W4285805411,https://research.utwente.nl/en/publications/f00e0dab-7e16-4983-b022-65b3878cf520,https://ris.utwente.nl/ws/files/284514169/3520304.3528998.pdf,,,Proceedings of the Genetic and Evolutionary Computation Conference Companion,,,,,,,,,https://openalex.samuelmok.cc/paper/29641,https://openalex.samuelmok.cc/api/paper/29641,https://openalex.samuelmok.cc/api/pureentry/81381,https://openalex.samuelmok.cc/api/pilotpure/9173
LibertyMFD: A Lexicon to Assess the Moral Foundation of Liberty.,https://doi.org/10.1145/3524458.3547264,2022,proceedings-article,978-1-4503-9284-6,The Spread of Misinformation Online | Automated Detection of Hate Speech and Offensive Language | Sentiment Analysis and Opinion Mining,,Lorenzo Gatti,HMI,True,False,True,,Lorenzo Gatti | Óscar Araque | Kyriaki Kalimeri,,True,green,False,True,,,https://doi.org/10.1145/3524458.3547264,,https://arxiv.org/abs/2209.06750,https://arxiv.org/pdf/2209.06750,http://arxiv.org/abs/2209.06750 | http://arxiv.org/pdf/2209.06750,https://openalex.org/W4292771461,https://research.utwente.nl/en/publications/1d207920-5029-4aad-b76e-fa61e737d158,https://ris.utwente.nl/ws/files/298466698/3524458.3547264.pdf,http://www.scopus.com/inward/record.url?scp=85138199236&partnerID=8YFLogxK,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29642,https://openalex.samuelmok.cc/api/paper/29642,https://openalex.samuelmok.cc/api/pureentry/80875,https://openalex.samuelmok.cc/api/pilotpure/8910
Formal specifications investigated,https://doi.org/10.1145/3524482.3527652,2022,proceedings-article,978-1-6654-5208-3,Program Analysis and Verification Techniques | Automated Software Testing Techniques | Formal Methods in Software Verification and Control | Empirical Studies in Software Engineering | Language-based Information Flow Security,,Marieke Huisman,FMT,True,False,True,,Marieke Huisman | Sophie Lathouwers,,True,bronze,True,True,,,https://doi.org/10.1145/3524482.3527652,https://dl.acm.org/doi/pdf/10.1145/3524482.3527652,https://doi.org/10.1145/3524482.3527652,https://dl.acm.org/doi/pdf/10.1145/3524482.3527652,https://research.utwente.nl/en/publications/5dcbe10b-4d44-4252-9a4d-fe9586630671 | https://ris.utwente.nl/ws/files/283666508/3524482.3527652.pdf,https://openalex.org/W4286383561,https://research.utwente.nl/en/publications/5dcbe10b-4d44-4252-9a4d-fe9586630671,https://ris.utwente.nl/ws/files/283666508/3524482.3527652.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29643,https://openalex.samuelmok.cc/api/paper/29643,https://openalex.samuelmok.cc/api/pureentry/81606,https://openalex.samuelmok.cc/api/pilotpure/9200
Efficient trimming for strongly connected components calculation,https://doi.org/10.1145/3528416.3530247,2022,proceedings-article,,Statistical Mechanics of Complex Networks | Graph Matching and Analysis Techniques | Graph Neural Network Models and Applications,,Ana-Lucia Varbanescu,CAES,True,True,True,,Ana-Lucia Varbanescu | Dante Niewenhuis,,False,closed,False,False,,,https://doi.org/10.1145/3528416.3530247,,,,,https://openalex.org/W4229024662,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29649,https://openalex.samuelmok.cc/api/paper/29649,,
Automated Statistics Extraction of Public Security Events Reported Through Microtexts on Social Networks,https://doi.org/10.1145/3535511.3535513,2022,proceedings-article,978-1-4503-9698-1,Data Mining Techniques and Applications | Handling Imbalanced Data in Classification Problems | Data Quality Assessment and Improvement,,Wallace Ugulino,SCS,True,False,True,,Wallace Ugulino | Júlio César Duarte | Flávio Ferreira,,True,green,True,True,,,https://doi.org/10.1145/3535511.3535513,,https://research.utwente.nl/en/publications/60978c81-3af3-47e8-9f48-4ffc5dd6c5f3,https://ris.utwente.nl/ws/files/285087568/3535511.3535513.pdf,,https://openalex.org/W4283718294,https://research.utwente.nl/en/publications/60978c81-3af3-47e8-9f48-4ffc5dd6c5f3,https://ris.utwente.nl/ws/files/285087568/3535511.3535513.pdf,http://www.scopus.com/inward/record.url?scp=85133794737&partnerID=8YFLogxK,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29651,https://openalex.samuelmok.cc/api/paper/29651,https://openalex.samuelmok.cc/api/pureentry/81975,https://openalex.samuelmok.cc/api/pilotpure/9165
Perceptual Modifications in Augmented Reality: A Short Survey,https://doi.org/10.1145/3544793.3561318,2022,proceedings-article,978-1-4503-9423-9,Augmented Reality and its Applications | Simultaneous Localization and Mapping | Computational Modeling of Visual Saliency Detection | Image Feature Retrieval and Recognition Techniques | Virtual Presence and Embodiment in VR Research,,Anton Nijholt,HMI,True,False,True,Anton Nijholt,Anton Nijholt,,True,bronze,True,True,,,https://doi.org/10.1145/3544793.3561318,https://dl.acm.org/doi/pdf/10.1145/3544793.3561318,https://doi.org/10.1145/3544793.3561318,https://dl.acm.org/doi/pdf/10.1145/3544793.3561318,https://ris.utwente.nl/ws/files/304592248/UbiComp_2022.pdf,https://openalex.org/W4366967881,https://research.utwente.nl/en/publications/d6e6bfc8-fc79-4b46-b136-e2e4754ae5b7,https://ris.utwente.nl/ws/files/304592248/UbiComp_2022.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29661,https://openalex.samuelmok.cc/api/paper/29661,https://openalex.samuelmok.cc/api/pureentry/80840,https://openalex.samuelmok.cc/api/pilotpure/8824
Mirrors in the Sky: On the Potential of Clouds in DNS Reflection-based Denial-of-Service Attacks,https://doi.org/10.1145/3545948.3545959,2022,proceedings-article,9781450397049,,,Mattijs Jonker | Anna Sperotto | Jeroen van der Ham | Roland van Rijswijk-Deij | Ramin Yazdani,DACS,True,True,True,,Mattijs Jonker | Anna Sperotto | Jeroen van der Ham | Roland van Rijswijk-Deij | Ramin Yazdani | Casey T. Deccio | Alden Hilton,,True,bronze,True,True,,,https://doi.org/10.1145/3545948.3545959,https://dl.acm.org/doi/pdf/10.1145/3545948.3545959,https://doi.org/10.1145/3545948.3545959,https://dl.acm.org/doi/pdf/10.1145/3545948.3545959,https://zenodo.org/record/7695812 | https://zenodo.org/records/7695812/files/Mirrors%20in%20the%20Sky-%20On%20the%20Potential%20of%20Clouds%20in%20DNS%20Reflection-based%20Denial-of-Service%20Attacks.pdf | https://research.utwente.nl/en/publications/0856cb7e-bff7-4ec7-acd9-e9ca242e101b | https://research.utwente.nl/files/287286667/3545948.3545959.pdf | https://ris.utwente.nl/ws/files/287286667/3545948.3545959.pdf,https://openalex.org/W4306406207,https://research.utwente.nl/en/publications/0856cb7e-bff7-4ec7-acd9-e9ca242e101b,https://ris.utwente.nl/ws/files/287286667/3545948.3545959.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/29662,https://openalex.samuelmok.cc/api/paper/29662,https://openalex.samuelmok.cc/api/pureentry/80330,https://openalex.samuelmok.cc/api/pilotpure/9129
