title,doi,year,itemtype,isbn,topics,Authorinfo ->,ut_authors,ut_groups,Openaccessinfo ->,is_openaccess,openaccess_type,found_as_green,present_in_pure,license,URLs ->,primary_link,pdf_link_primary,openalex_url,pure_page_link,pure_file_link,scopus_link,Journalinfo ->,journal,journal_issn,journal_e_issn,journal_publisher,volume,issue,pages,pagescount,MUS links ->,mus_paper_details,mus_api_url_paper,mus_api_url_pure_entry,mus_api_url_pure_report_details
A Mode-Switching-Based Phase Shift Control for Optimized Efficiency and Wide ZVS Operations in Wireless Power Transfer Systems,https://doi.org/10.1109/tpel.2022.3231451,2023,journal-article,,Wireless Power Transfer Systems and Applications | Wireless Energy Harvesting and Information Transfer | Two-Dimensional Transition Metal Carbides and Nitrides (MXenes) | Power Electronics and Conversion Systems | Lithium-ion Battery Management in Electric Vehicles,,Thiago Batista Soeiro,PE,,True,green,True,True,,,https://doi.org/10.1109/tpel.2022.3231451,,https://openalex.org/W4312415571,https://research.utwente.nl/en/publications/6ec9aa8e-b115-4f9a-bdd6-652c4302a1d6,https://ris.utwente.nl/ws/files/304326015/A_Mode_Switching_Based_Phase_Shift_Control_for_Optimized_Efficiency_and_Wide_ZVS_Operations_in_Wireless_Power_Transfer_Systems.pdf,http://www.scopus.com/inward/record.url?scp=85146256289&partnerID=8YFLogxK,,IEEE Transactions on Power Electronics,0885-8993,1941-0107,Institute of Electrical and Electronics Engineers (IEEE),38,4,5561-5575,15,,https://openalex.samuelmok.cc/paper/26872,https://openalex.samuelmok.cc/api/paper/26872,https://openalex.samuelmok.cc/api/pureentry/78433,https://openalex.samuelmok.cc/api/pilotpure/10955
Three-Mode Variable-Frequency ZVS Modulation for Four-Switch Buck+Boost Converters With Ultra-High Efficiency,https://doi.org/10.1109/tpel.2022.3231969,2023,journal-article,,Power Electronics and Conversion Systems | Wireless Power Transfer Systems and Applications | Lithium-ion Battery Management in Electric Vehicles | Multilevel Converters in Power Electronics | Lithium-ion Battery Technology,,Thiago Batista Soeiro,PE,,True,green,True,True,,,https://doi.org/10.1109/tpel.2022.3231969,,https://openalex.org/W4312871624,https://research.utwente.nl/en/publications/e9476df2-a7c1-4fb6-b8ee-ab92859426c0,https://ris.utwente.nl/ws/files/304338383/Three_Mode_Variable_Frequency_ZVS_Modulation_for_Four_Switch_BuckBoost_Converters_With_Ultra_High_Efficiency_3_.pdf,,,IEEE Transactions on Power Electronics,0885-8993,1941-0107,Institute of Electrical and Electronics Engineers (IEEE),38,4,4805-4819,15,,https://openalex.samuelmok.cc/paper/26873,https://openalex.samuelmok.cc/api/paper/26873,https://openalex.samuelmok.cc/api/pureentry/78434,https://openalex.samuelmok.cc/api/pilotpure/10954
An Integrated Power Decoupling Method for Single-Phase EV Onboard Charger in V2G Application,https://doi.org/10.1109/tpel.2023.3281085,2023,journal-article,,,,Thiago Batista Soeiro,PE,,False,closed,False,True,,,https://doi.org/10.1109/tpel.2023.3281085,,https://openalex.org/W4378696924,https://research.utwente.nl/en/publications/e5402818-2fb2-479b-94ec-de458f952923,https://ris.utwente.nl/ws/files/350271461/An_Integrated_Power_Decoupling_Method_for_Single-Phase_EV_Onboard_Charger_in_V2G_Application.pdf,http://www.scopus.com/inward/record.url?scp=85161038023&partnerID=8YFLogxK,,IEEE Transactions on Power Electronics,0885-8993,1941-0107,Institute of Electrical and Electronics Engineers (IEEE),38,8,9635-9646,12,,https://openalex.samuelmok.cc/paper/26874,https://openalex.samuelmok.cc/api/paper/26874,https://openalex.samuelmok.cc/api/pureentry/77439,https://openalex.samuelmok.cc/api/pilotpure/10612
An Improved Combined Current Control for Single-Phase Operation Mode of Single-/Three-Phase EV Charging System With Voltage Ripple Suppression,https://doi.org/10.1109/tpel.2023.3290798,2023,journal-article,,Control and Synchronization in Microgrid Systems | Lithium-ion Battery Management in Electric Vehicles | Integration of Electric Vehicles in Power Systems,,Thiago Batista Soeiro,PE,,False,closed,False,True,,,https://doi.org/10.1109/tpel.2023.3290798,,https://openalex.org/W4382657978,https://research.utwente.nl/en/publications/ca5f6ac0-b268-46f4-8360-503da6c04275,https://ris.utwente.nl/ws/files/350269606/An_Improved_Combined_Current_Control_for_Single-Phase_Operation_Mode_of_Single-_Three-Phase_EV_Charging_System_With_Voltage_Ripple_Suppression.pdf,http://www.scopus.com/inward/record.url?scp=85163522014&partnerID=8YFLogxK,,IEEE Transactions on Power Electronics,0885-8993,1941-0107,Institute of Electrical and Electronics Engineers (IEEE),38,11,13635-13649,15,,https://openalex.samuelmok.cc/paper/26875,https://openalex.samuelmok.cc/api/paper/26875,https://openalex.samuelmok.cc/api/pureentry/76767,https://openalex.samuelmok.cc/api/pilotpure/10613
A Simplified All-ZVS Strategy for High-Frequency Triple Active Bridge Converters With Designed Magnetizing Inductance,https://doi.org/10.1109/tpel.2023.3304316,2023,journal-article,,Power Electronics and Conversion Systems | Multilevel Converters in Power Electronics | Lithium-ion Battery Management in Electric Vehicles,,Thiago Batista Soeiro,PE,,False,closed,False,True,,,https://doi.org/10.1109/tpel.2023.3304316,,https://openalex.org/W4385756476,https://research.utwente.nl/en/publications/583b18eb-2528-4849-a6c6-ef0cf91782cc,,http://www.scopus.com/inward/record.url?scp=85167811439&partnerID=8YFLogxK,,IEEE Transactions on Power Electronics,0885-8993,1941-0107,Institute of Electrical and Electronics Engineers (IEEE),38,11,13781-13797,17,,https://openalex.samuelmok.cc/paper/26876,https://openalex.samuelmok.cc/api/paper/26876,https://openalex.samuelmok.cc/api/pureentry/76168,https://openalex.samuelmok.cc/api/pilotpure/10614
"Equilibria, Stability, and Sensitivity for the Aerial Suspended Beam Robotic System Subject to Parameter Uncertainty",https://doi.org/10.1109/tro.2023.3279033,2023,journal-article,,Distributed Multi-Agent Coordination and Control | Underwater Acoustic Sensor Networks and Communication | Robotic Control and Stabilization Techniques | Sampling-Based Motion Planning Algorithms | Bilateral Teleoperation in Robotics and Haptics,,Antonio Franchi | Chiara Gabellieri,RAM,,True,green,True,True,,,https://doi.org/10.1109/tro.2023.3279033,,https://openalex.org/W4380450827,https://research.utwente.nl/en/publications/e6e88cd6-9b8d-4387-848d-b4a8cf4f2123,https://ris.utwente.nl/ws/files/308416390/p2021ut_c_aerial_cable_force_uncertainty_9_.pdf,,,IEEE Transactions on Robotics,1552-3098,1941-0468,Institute of Electrical and Electronics Engineers (IEEE),39,5,3977-3993,17,,https://openalex.samuelmok.cc/paper/26922,https://openalex.samuelmok.cc/api/paper/26922,https://openalex.samuelmok.cc/api/pureentry/76978,https://openalex.samuelmok.cc/api/pilotpure/10908
"Equilibria, Stability, and Sensitivity for the Aerial Suspended Beam Robotic System Subject to Parameter Uncertainty",https://doi.org/10.1109/tro.2023.3279033,2023,journal-article,,Distributed Multi-Agent Coordination and Control | Underwater Acoustic Sensor Networks and Communication | Robotic Control and Stabilization Techniques | Sampling-Based Motion Planning Algorithms | Bilateral Teleoperation in Robotics and Haptics,,Antonio Franchi | Chiara Gabellieri,RAM,,True,green,True,True,,,https://doi.org/10.1109/tro.2023.3279033,,https://openalex.org/W4380450827,https://research.utwente.nl/en/publications/e6e88cd6-9b8d-4387-848d-b4a8cf4f2123,https://ris.utwente.nl/ws/files/308416390/p2021ut_c_aerial_cable_force_uncertainty_9_.pdf,,,IEEE Transactions on Robotics,1552-3098,1941-0468,Institute of Electrical and Electronics Engineers (IEEE),39,5,3977-3993,17,,https://openalex.samuelmok.cc/paper/26922,https://openalex.samuelmok.cc/api/paper/26922,https://openalex.samuelmok.cc/api/pureentry/76978,https://openalex.samuelmok.cc/api/pilotpure/10908
Grasp It Like a Pro 2.0: A Data-Driven Approach Exploiting Basic Shape Decomposition and Human Data for Grasping Unknown Objects,https://doi.org/10.1109/tro.2023.3286115,2023,journal-article,,Robotic Grasping and Learning from Demonstration | Kinematic and Dynamic Analysis of Robot Manipulators | Design and Control of Soft Robotic Systems | Sampling-Based Motion Planning Algorithms | Reinforcement Learning Algorithms,,Chiara Gabellieri,RAM,,False,closed,False,True,,,https://doi.org/10.1109/tro.2023.3286115,,https://openalex.org/W4382657775,https://research.utwente.nl/en/publications/9f5dc97a-fd53-49e3-b100-bf4909866a2f,https://ris.utwente.nl/ws/files/322893362/Grasp_It_Like_a_Pro_2.0_A_Data-Driven_Approach_Exploiting_Basic_Shape_Decomposition_and_Human_Data_for_Grasping_Unknown_Objects.pdf,,,IEEE Transactions on Robotics,1552-3098,1941-0468,Institute of Electrical and Electronics Engineers (IEEE),39,5,4016-4036,21,,https://openalex.samuelmok.cc/paper/26923,https://openalex.samuelmok.cc/api/paper/26923,https://openalex.samuelmok.cc/api/pureentry/77040,https://openalex.samuelmok.cc/api/pilotpure/10764
A Figure of Merit for Simultaneous-Multi-Beam Transmit Antenna Arrays,https://doi.org/10.1109/trs.2023.3270235,2023,journal-article,,Challenges and Opportunities in Full-Duplex Wireless Communication | Antenna Design and Applications | Optimization Techniques for Antenna Arrays | RF Power Amplifiers and Predistortion Techniques | Multiple-Input Multiple-Output Radar Systems,,Mark S. Oude Alink | Anton N. Atanasov | F.E. van Vliet,ICD,,True,green,True,True,,,https://doi.org/10.1109/trs.2023.3270235,,https://openalex.org/W4367016710,,,,,IEEE Transactions on Radar Systems,2832-7357,,,1,,60-68,9,,https://openalex.samuelmok.cc/paper/26925,https://openalex.samuelmok.cc/api/paper/26925,,
A Figure of Merit for Simultaneous-Multi-Beam Transmit Antenna Arrays,https://doi.org/10.1109/trs.2023.3270235,2023,journal-article,,Challenges and Opportunities in Full-Duplex Wireless Communication | Antenna Design and Applications | Optimization Techniques for Antenna Arrays | RF Power Amplifiers and Predistortion Techniques | Multiple-Input Multiple-Output Radar Systems,,Mark S. Oude Alink | Anton N. Atanasov | F.E. van Vliet,ICD,,True,green,True,True,,,https://doi.org/10.1109/trs.2023.3270235,,https://openalex.org/W4367016710,,,,,IEEE Transactions on Radar Systems,2832-7357,,,1,,60-68,9,,https://openalex.samuelmok.cc/paper/26925,https://openalex.samuelmok.cc/api/paper/26925,,
A Figure of Merit for Simultaneous-Multi-Beam Transmit Antenna Arrays,https://doi.org/10.1109/trs.2023.3270235,2023,journal-article,,Challenges and Opportunities in Full-Duplex Wireless Communication | Antenna Design and Applications | Optimization Techniques for Antenna Arrays | RF Power Amplifiers and Predistortion Techniques | Multiple-Input Multiple-Output Radar Systems,,Mark S. Oude Alink | Anton N. Atanasov | F.E. van Vliet,ICD,,True,green,True,True,,,https://doi.org/10.1109/trs.2023.3270235,,https://openalex.org/W4367016710,,,,,IEEE Transactions on Radar Systems,2832-7357,,,1,,60-68,9,,https://openalex.samuelmok.cc/paper/26925,https://openalex.samuelmok.cc/api/paper/26925,,
Visual Assistance in Development and Validation of Bayesian Networks for Clinical Decision Support,https://doi.org/10.1109/tvcg.2022.3166071,2023,journal-article,,Information Visualization and Visual Data Mining | Clustering of Time Series Data and Algorithms | Trajectory Data Mining and Analysis | Learning and Inference in Bayesian Networks | Statistical Computing and Data Analysis in R,,Peter Lucas,DMB,,True,green,True,True,,,https://doi.org/10.1109/tvcg.2022.3166071,,https://openalex.org/W4223608729,https://research.utwente.nl/en/publications/c72802fe-e660-408f-b990-2b0822efb583,https://ris.utwente.nl/ws/files/349420243/Visual_Assistance_in_Development_and_Validation_of_Bayesian_Networks_for_Clinical_Decision_Support.pdf,http://www.scopus.com/inward/record.url?scp=85128317310&partnerID=8YFLogxK,,IEEE Transactions on Visualization and Computer Graphics,1077-2626,2160-9306,Institute of Electrical and Electronics Engineers (IEEE),29,8,3602-3616,15,,https://openalex.samuelmok.cc/paper/26965,https://openalex.samuelmok.cc/api/paper/26965,https://openalex.samuelmok.cc/api/pureentry/77416,https://openalex.samuelmok.cc/api/pilotpure/8884
Impact of Multi-Connectivity on Channel Capacity and Outage Probability in Wireless Networks,https://doi.org/10.1109/tvt.2023.3242358,2023,journal-article,,Cooperative Diversity in Wireless Networks | Next Generation 5G Wireless Networks | Wireless Medium Access Control Protocols | Wireless Communication and Network Optimization | Ad Hoc Wireless Networks Research,,Suzan Bayhan | Clara Stegehuis | Lotte Weedage,DACS,,True,green,True,True,,,https://doi.org/10.1109/tvt.2023.3242358,,https://openalex.org/W3155910492,https://research.utwente.nl/en/publications/b0ecdb44-e4a5-43dc-8118-43f78b828720,https://ris.utwente.nl/ws/files/311025296/Impact_of_Multi_Connectivity_on_Channel_Capacity_and_Outage_Probability_in_Wireless_Networks.pdf,http://www.scopus.com/inward/record.url?scp=85148461370&partnerID=8YFLogxK,,IEEE Transactions on Vehicular Technology,0018-9545,1939-9359,Institute of Electrical and Electronics Engineers (IEEE),72,6,7973-7986,14,,https://openalex.samuelmok.cc/paper/26975,https://openalex.samuelmok.cc/api/paper/26975,https://openalex.samuelmok.cc/api/pureentry/77977 | https://openalex.samuelmok.cc/api/pureentry/86193,https://openalex.samuelmok.cc/api/pilotpure/8867
Synchronization of Packet Coupled Low-Accuracy RC Oscillator Clocks for Wireless Networks,https://doi.org/10.1109/twc.2022.3229214,2023,journal-article,,,,Pep Canyelles-Pericas,RAM,,True,green,True,True,,,https://doi.org/10.1109/twc.2022.3229214,,https://openalex.org/W4313023038,https://research.utwente.nl/en/publications/13503492-fe16-448c-82f9-598b0072203e,https://ris.utwente.nl/ws/files/299013593/Synchronisation_of_Packet_Coupled_Low_accuracy_RC_Oscillator_Clocks_for_Wireless_Networks.pdf,http://www.scopus.com/inward/record.url?scp=85146243586&partnerID=8YFLogxK,,IEEE Transactions on Wireless Communications,1536-1276,1558-2248,Institute of Electrical and Electronics Engineers (IEEE),22,7,4843-4857,15,,https://openalex.samuelmok.cc/paper/26982,https://openalex.samuelmok.cc/api/paper/26982,https://openalex.samuelmok.cc/api/pureentry/77684,
Evaluation of GNSS-based Time Synchronisation for ToF Localisation with Software-Defined Radio,https://doi.org/10.1109/vtc2023-fall60731.2023.10333438,2023,proceedings-article,,Clock Synchronization in Networked Systems | Power Line Communications in Smart Grid | Wireless Indoor Localization Techniques and Systems,,Anastasia Lavrenko,RS,,False,closed,False,True,,,https://doi.org/10.1109/vtc2023-fall60731.2023.10333438,,https://openalex.org/W4389545233,https://research.utwente.nl/en/publications/9dcec1a0-ddd8-475c-aff5-aea0dfde9a23,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/27080,https://openalex.samuelmok.cc/api/paper/27080,https://openalex.samuelmok.cc/api/pureentry/76919,
Single-molecule super-resolution imaging of microfabricated 3D substrates for 3D cell culture (Conference Presentation),https://doi.org/10.1117/12.2648989,2023,proceedings-article,,Advanced Techniques in Bioimage Analysis and Microscopy | Fluorescence Microscopy Techniques | 3D Bioprinting Technology,,Erwin Berenschot | Séverine Le Gac | Kirsten M. Pondman | Arturo Susarrey‐Arce | Niels Roelof Tas,AMBER,,False,closed,False,True,,,https://doi.org/10.1117/12.2648989,,https://openalex.org/W4324329946,https://research.utwente.nl/en/publications/7dd10c40-c5ab-40d9-9764-02d4fd38108f,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/28300,https://openalex.samuelmok.cc/api/paper/28300,https://openalex.samuelmok.cc/api/pureentry/78631,https://openalex.samuelmok.cc/api/pilotpure/10665
Single-molecule super-resolution imaging of microfabricated 3D substrates for 3D cell culture (Conference Presentation),https://doi.org/10.1117/12.2648989,2023,proceedings-article,,Advanced Techniques in Bioimage Analysis and Microscopy | Fluorescence Microscopy Techniques | 3D Bioprinting Technology,,Erwin Berenschot | Séverine Le Gac | Kirsten M. Pondman | Arturo Susarrey‐Arce | Niels Roelof Tas,AMBER,,False,closed,False,True,,,https://doi.org/10.1117/12.2648989,,https://openalex.org/W4324329946,https://research.utwente.nl/en/publications/7dd10c40-c5ab-40d9-9764-02d4fd38108f,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/28300,https://openalex.samuelmok.cc/api/paper/28300,https://openalex.samuelmok.cc/api/pureentry/78631,https://openalex.samuelmok.cc/api/pilotpure/10665
Disturbing bubbles in drop-on-demand piezo-acoustic inkjet printing,https://doi.org/10.1121/10.0022952,2023,journal-article,,Microfluidic Techniques for Particle Manipulation and Separation | Droplet Microfluidics Technology | Dynamics of Drop Impact on Surfaces | Lattice Boltzmann Method for Complex Flows | Electrohydrodynamic Jet Printing and Nanoparticle Encapsulation,,Christian Diddens | Detlef Lohse | Hans Reinten | Tim Segers | Michel Versluis,BIOS,,False,closed,False,False,,,https://doi.org/10.1121/10.0022952,,https://openalex.org/W4389084719,,,,,Journal of the Acoustical Society of America,0001-4966,1520-9024,,154,4_supplement,A109-A109,1,,https://openalex.samuelmok.cc/paper/28467,https://openalex.samuelmok.cc/api/paper/28467,,
Dependence of sonoporation efficiency on microbubble size: An <i>in vitro</i> monodisperse microbubble study,https://doi.org/10.1121/10.0023517,2023,journal-article,,Focused Ultrasound Technology and Applications | Applications of Ultrasound in Nanostructured Materials Synthesis | Advances in Ultrasound Elastography Imaging Techniques | Advances in Photoacoustic Imaging and Tomography | Microfluidic Techniques for Particle Manipulation and Separation,,Guillaume Lajoinie | Tim Segers | Martin van den Broek | Michel Versluis,BIOS,,False,closed,False,False,,,https://doi.org/10.1121/10.0023517,,https://openalex.org/W4389102396,,,,,Journal of the Acoustical Society of America,0001-4966,1520-9024,,154,4_supplement,A277-A277,1,,https://openalex.samuelmok.cc/paper/28469,https://openalex.samuelmok.cc/api/paper/28469,,
